StartTime,EndTime,FilteredVolume,FilteredDuration,FilteredFlowRate,OriginalVolume,OriginalDuration,OriginalFlowRate,Number_of_peaks,Peak_Value,Cluster
2019-10-05 11:48:26,2019-10-05 11:49:26,1.9144740000000002,1.0,1.9144740000000002,2.205807,1.0,2.205807,2,4,0
2019-10-05 11:57:30,2019-10-05 11:57:38,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-05 11:59:02,2019-10-05 11:59:10,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-05 13:54:18,2019-10-05 13:55:18,2.3722830000000004,1.0,2.3722830000000004,2.705235,1.0,2.705235,3,5,0
2019-10-05 16:05:42,2019-10-05 16:06:42,1.831236,1.0,1.831236,2.205807,1.0,2.205807,3,4,0
2019-10-05 16:31:42,2019-10-05 16:33:10,3.3295200000000005,1.4666666666666666,2.270127272727273,4.037043000000001,1.4666666666666666,2.7525293181818187,2,4,0
2019-10-05 17:15:14,2019-10-05 17:15:30,0.166476,0.26666666666666666,0.6242850000000001,0.20809500000000003,0.26666666666666666,0.7803562500000001,0,1,1
2019-10-05 17:15:54,2019-10-05 17:17:50,1.206951,1.9333333333333333,0.6242850000000001,1.831236,1.9333333333333333,0.9471910344827587,0,1,1
2019-10-05 17:18:38,2019-10-05 17:19:22,0.457809,0.7333333333333333,0.6242850000000001,0.665904,0.7333333333333333,0.9080509090909092,0,1,1
2019-10-05 17:32:14,2019-10-05 17:37:14,15.066078000000001,5.0,3.0132156,15.856839,5.0,3.1713678,2,5,5
2019-10-05 18:37:46,2019-10-05 18:38:46,1.956093,1.0,1.956093,2.1641880000000002,1.0,2.1641880000000002,2,4,0
2019-10-05 18:43:18,2019-10-05 18:44:18,1.7896170000000002,1.0,1.7896170000000002,2.205807,1.0,2.205807,2,4,0
2019-10-05 19:12:50,2019-10-05 19:14:22,0.9572370000000001,1.5333333333333334,0.624285,1.415046,1.5333333333333334,0.9228560869565217,0,1,1
2019-10-05 19:16:38,2019-10-05 19:17:10,0.332952,0.5333333333333333,0.6242850000000001,0.49942800000000004,0.5333333333333333,0.9364275000000001,0,1,1
2019-10-05 19:17:42,2019-10-05 19:17:46,0.041619,0.06666666666666667,0.6242850000000001,0.041619,0.06666666666666667,0.6242850000000001,0,0,1
2019-10-05 19:18:06,2019-10-05 19:18:22,0.166476,0.26666666666666666,0.6242850000000001,0.24971400000000002,0.26666666666666666,0.9364275000000001,0,1,1
2019-10-05 19:19:58,2019-10-05 19:20:18,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.332952,0.3333333333333333,0.9988560000000001,0,1,1
2019-10-05 19:25:14,2019-10-05 19:25:30,0.166476,0.26666666666666666,0.6242850000000001,0.24971400000000002,0.26666666666666666,0.9364275000000001,0,1,1
2019-10-05 19:25:54,2019-10-05 19:26:22,0.291333,0.4666666666666667,0.624285,0.41619000000000006,0.4666666666666667,0.8918357142857144,0,1,1
2019-10-05 19:26:58,2019-10-05 19:27:14,0.166476,0.26666666666666666,0.6242850000000001,0.24971400000000002,0.26666666666666666,0.9364275000000001,0,1,1
2019-10-05 19:28:10,2019-10-05 19:30:10,1.2485700000000002,2.0,0.6242850000000001,2.1641880000000002,2.0,1.0820940000000001,0,1,1
2019-10-05 19:57:10,2019-10-05 19:57:38,0.291333,0.4666666666666667,0.624285,0.49942800000000004,0.4666666666666667,1.0702028571428572,0,1,1
2019-10-05 20:30:54,2019-10-05 20:31:06,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-05 20:31:26,2019-10-05 20:31:50,0.41619000000000006,0.4,1.040475,0.5410470000000001,0.4,1.3526175,1,2,1
2019-10-05 20:37:34,2019-10-05 20:38:26,0.5410470000000001,0.8666666666666667,0.6242850000000001,0.8323800000000001,0.8666666666666667,0.9604384615384617,0,1,1
2019-10-05 20:54:06,2019-10-05 20:54:26,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.24971400000000002,0.3333333333333333,0.7491420000000001,0,1,1
2019-10-05 21:19:54,2019-10-05 21:20:02,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-05 21:26:10,2019-10-05 21:27:06,1.9144740000000002,0.9333333333333333,2.051222142857143,2.1641880000000002,0.9333333333333333,2.318772857142857,2,4,0
2019-10-05 21:37:10,2019-10-05 21:40:18,6.991992000000001,3.1333333333333333,2.2314868085106387,8.240562,3.1333333333333333,2.629966595744681,5,4,0
2019-10-05 21:42:38,2019-10-05 21:42:46,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-05 21:48:42,2019-10-05 21:50:02,2.954949,1.3333333333333333,2.2162117500000003,3.5792340000000005,1.3333333333333333,2.6844255000000006,1,4,0
2019-10-05 21:50:46,2019-10-05 21:50:50,0.041619,0.06666666666666667,0.6242850000000001,0.041619,0.06666666666666667,0.6242850000000001,0,0,1
2019-10-05 21:53:34,2019-10-05 21:54:10,2.2474260000000004,0.6,3.7457100000000008,2.455521,0.6,4.092535000000001,1,9,3
2019-10-05 22:00:22,2019-10-05 22:00:26,0.041619,0.06666666666666667,0.6242850000000001,0.0,0.06666666666666667,0.0,0,0,1
2019-10-05 22:00:30,2019-10-05 22:00:38,0.083238,0.13333333333333333,0.6242850000000001,0.083238,0.13333333333333333,0.6242850000000001,0,0,1
2019-10-05 22:01:46,2019-10-05 22:02:02,0.166476,0.26666666666666666,0.6242850000000001,0.20809500000000003,0.26666666666666666,0.7803562500000001,0,1,1
2019-10-05 22:29:26,2019-10-05 22:29:58,0.332952,0.5333333333333333,0.6242850000000001,0.5410470000000001,0.5333333333333333,1.014463125,0,1,1
2019-10-05 23:50:54,2019-10-05 23:52:10,3.412758,1.2666666666666666,2.6942826315789477,3.537615,1.2666666666666666,2.7928539473684215,2,5,0
2019-10-06 06:44:14,2019-10-06 06:45:18,2.0393310000000002,1.0666666666666667,1.9118728125000002,2.2474260000000004,1.0666666666666667,2.1069618750000005,1,4,0
2019-10-06 08:03:02,2019-10-06 08:04:22,3.4543770000000005,1.3333333333333333,2.5907827500000007,3.9954240000000003,1.3333333333333333,2.9965680000000003,4,5,0
2019-10-06 08:14:06,2019-10-06 08:14:26,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.24971400000000002,0.3333333333333333,0.7491420000000001,0,1,1
2019-10-06 08:16:34,2019-10-06 08:16:46,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-06 08:20:10,2019-10-06 08:21:10,1.8728550000000002,1.0,1.8728550000000002,2.205807,1.0,2.205807,3,4,0
2019-10-06 08:21:22,2019-10-06 08:21:30,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-06 08:25:22,2019-10-06 08:25:30,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-06 08:25:50,2019-10-06 08:26:10,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.24971400000000002,0.3333333333333333,0.7491420000000001,0,1,1
2019-10-06 08:28:14,2019-10-06 08:28:30,0.166476,0.26666666666666666,0.6242850000000001,0.166476,0.26666666666666666,0.6242850000000001,0,1,1
2019-10-06 08:28:42,2019-10-06 08:28:50,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-06 08:48:38,2019-10-06 08:51:30,1.7896170000000002,2.8666666666666667,0.6242850000000001,3.079806,2.8666666666666667,1.0743509302325582,0,1,1
2019-10-06 08:52:14,2019-10-06 08:52:26,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-06 08:53:42,2019-10-06 08:54:46,0.665904,1.0666666666666667,0.6242850000000001,1.1237130000000002,1.0666666666666667,1.0534809375000003,0,1,1
2019-10-06 08:56:10,2019-10-06 08:56:58,0.49942800000000004,0.8,0.624285,0.7491420000000001,0.8,0.9364275000000001,0,1,1
2019-10-06 09:03:02,2019-10-06 09:03:10,0.083238,0.13333333333333333,0.6242850000000001,0.083238,0.13333333333333333,0.6242850000000001,0,0,1
2019-10-06 09:40:42,2019-10-06 09:42:02,3.537615,1.3333333333333333,2.6532112500000005,3.9954240000000003,1.3333333333333333,2.9965680000000003,1,5,0
2019-10-06 11:01:10,2019-10-06 11:02:10,1.8728550000000002,1.0,1.8728550000000002,2.205807,1.0,2.205807,3,4,0
2019-10-06 11:02:30,2019-10-06 11:03:50,3.5792340000000005,1.3333333333333333,2.6844255000000006,3.787329,1.3333333333333333,2.8404967500000002,2,5,0
2019-10-06 11:04:10,2019-10-06 11:13:14,11.320368,9.066666666666666,1.24857,15.190935000000001,9.066666666666666,1.6754707720588238,2,2,5
2019-10-06 11:41:02,2019-10-06 11:41:22,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.291333,0.3333333333333333,0.8739990000000001,0,1,1
2019-10-06 11:41:38,2019-10-06 11:41:50,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-06 11:42:46,2019-10-06 11:42:58,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-06 12:01:38,2019-10-06 12:02:58,2.954949,1.3333333333333333,2.2162117500000003,3.537615,1.3333333333333333,2.6532112500000005,1,4,0
2019-10-06 13:16:22,2019-10-06 13:16:34,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-06 13:38:58,2019-10-06 13:39:02,0.041619,0.06666666666666667,0.6242850000000001,0.0,0.06666666666666667,0.0,0,0,1
2019-10-06 13:39:18,2019-10-06 13:39:30,0.12485700000000001,0.2,0.624285,0.20809500000000003,0.2,1.040475,0,0,1
2019-10-06 14:07:42,2019-10-06 14:07:46,0.041619,0.06666666666666667,0.6242850000000001,0.041619,0.06666666666666667,0.6242850000000001,0,0,1
2019-10-06 14:36:58,2019-10-06 14:38:18,3.5792340000000005,1.3333333333333333,2.6844255000000006,3.787329,1.3333333333333333,2.8404967500000002,2,5,0
2019-10-06 15:04:10,2019-10-06 15:05:10,1.956093,1.0,1.956093,2.2474260000000004,1.0,2.2474260000000004,3,4,0
2019-10-06 15:53:46,2019-10-06 15:54:42,1.8728550000000002,0.9333333333333333,2.0066303571428574,2.205807,0.9333333333333333,2.363364642857143,3,4,0
2019-10-06 17:22:22,2019-10-06 17:22:38,0.166476,0.26666666666666666,0.6242850000000001,0.20809500000000003,0.26666666666666666,0.7803562500000001,0,1,1
2019-10-06 17:44:42,2019-10-06 17:46:22,1.040475,1.6666666666666667,0.624285,1.8728550000000002,1.6666666666666667,1.123713,0,1,1
2019-10-06 17:54:34,2019-10-06 17:54:46,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-06 18:12:46,2019-10-06 18:13:26,0.41619000000000006,0.6666666666666666,0.6242850000000001,0.665904,0.6666666666666666,0.9988560000000001,0,1,1
2019-10-06 18:14:30,2019-10-06 18:15:18,0.49942800000000004,0.8,0.624285,0.915618,0.8,1.1445224999999999,0,1,1
2019-10-06 18:15:54,2019-10-06 18:16:34,0.41619000000000006,0.6666666666666666,0.6242850000000001,0.665904,0.6666666666666666,0.9988560000000001,0,1,1
2019-10-06 18:19:46,2019-10-06 18:25:22,3.4959960000000003,5.6,0.6242850000000001,6.159612,5.6,1.0999307142857144,0,1,1
2019-10-06 18:55:30,2019-10-06 18:55:34,0.041619,0.06666666666666667,0.6242850000000001,0.041619,0.06666666666666667,0.6242850000000001,0,0,1
2019-10-06 19:01:22,2019-10-06 19:01:54,1.8728550000000002,0.5333333333333333,3.511603125,2.1641880000000002,0.5333333333333333,4.0578525,0,9,3
2019-10-06 19:30:30,2019-10-06 19:31:46,2.91333,1.2666666666666666,2.299997368421053,3.6208530000000003,1.2666666666666666,2.8585681578947373,1,4,0
2019-10-06 19:46:06,2019-10-06 19:46:14,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-06 20:02:38,2019-10-06 20:03:34,1.831236,0.9333333333333333,1.9620385714285715,2.205807,0.9333333333333333,2.363364642857143,3,4,0
2019-10-06 20:16:10,2019-10-06 20:16:42,0.332952,0.5333333333333333,0.6242850000000001,0.457809,0.5333333333333333,0.858391875,0,1,1
2019-10-06 20:24:30,2019-10-06 20:24:38,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-06 20:27:50,2019-10-06 20:27:58,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-06 20:54:46,2019-10-06 20:54:58,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-06 20:59:26,2019-10-06 21:00:46,2.9965680000000003,1.3333333333333333,2.2474260000000004,3.662472,1.3333333333333333,2.7468540000000004,1,4,0
2019-10-06 21:29:26,2019-10-06 21:29:42,0.166476,0.26666666666666666,0.6242850000000001,0.20809500000000003,0.26666666666666666,0.7803562500000001,0,1,1
2019-10-06 22:20:26,2019-10-06 22:21:42,3.537615,1.2666666666666666,2.7928539473684215,3.7040910000000005,1.2666666666666666,2.924282368421053,2,5,0
2019-10-07 05:16:54,2019-10-07 05:17:54,1.956093,1.0,1.956093,2.205807,1.0,2.205807,2,4,0
2019-10-07 06:16:18,2019-10-07 06:16:30,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-07 06:22:46,2019-10-07 06:23:22,2.289045,0.6,3.8150750000000007,2.413902,0.6,4.02317,1,9,3
2019-10-07 06:25:22,2019-10-07 06:25:42,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.37457100000000004,0.3333333333333333,1.1237130000000002,0,1,1
2019-10-07 06:54:38,2019-10-07 06:54:42,0.041619,0.06666666666666667,0.6242850000000001,0.041619,0.06666666666666667,0.6242850000000001,0,0,1
2019-10-07 06:55:54,2019-10-07 06:56:10,0.166476,0.26666666666666666,0.6242850000000001,0.20809500000000003,0.26666666666666666,0.7803562500000001,0,1,1
2019-10-07 07:03:50,2019-10-07 07:04:10,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.291333,0.3333333333333333,0.8739990000000001,0,1,1
2019-10-07 07:12:58,2019-10-07 07:14:50,1.165332,1.8666666666666667,0.624285,1.9977120000000002,1.8666666666666667,1.0702028571428572,0,1,1
2019-10-07 07:16:18,2019-10-07 07:16:30,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-07 07:17:38,2019-10-07 07:17:46,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-07 07:18:54,2019-10-07 07:19:06,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-07 07:38:42,2019-10-07 07:38:58,0.166476,0.26666666666666666,0.6242850000000001,0.24971400000000002,0.26666666666666666,0.9364275000000001,0,1,1
2019-10-07 07:39:50,2019-10-07 07:40:38,0.49942800000000004,0.8,0.624285,0.8739990000000001,0.8,1.09249875,0,1,1
2019-10-07 07:44:54,2019-10-07 07:46:10,2.91333,1.2666666666666666,2.299997368421053,3.5792340000000005,1.2666666666666666,2.8257110526315796,1,4,0
2019-10-07 07:55:50,2019-10-07 07:56:26,0.37457100000000004,0.6,0.6242850000000001,0.49942800000000004,0.6,0.8323800000000001,0,1,1
2019-10-07 08:00:30,2019-10-07 08:00:58,0.291333,0.4666666666666667,0.624285,0.41619000000000006,0.4666666666666667,0.8918357142857144,0,1,1
2019-10-07 08:01:26,2019-10-07 08:01:30,0.041619,0.06666666666666667,0.6242850000000001,0.041619,0.06666666666666667,0.6242850000000001,0,0,1
2019-10-07 08:01:50,2019-10-07 08:02:06,0.166476,0.26666666666666666,0.6242850000000001,0.24971400000000002,0.26666666666666666,0.9364275000000001,0,1,1
2019-10-07 08:32:54,2019-10-07 08:33:06,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-07 08:34:02,2019-10-07 08:34:14,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-07 08:37:54,2019-10-07 08:38:14,0.37457100000000004,0.3333333333333333,1.1237130000000002,0.49942800000000004,0.3333333333333333,1.4982840000000002,0,2,1
2019-10-07 08:39:10,2019-10-07 08:39:30,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.291333,0.3333333333333333,0.8739990000000001,0,1,1
2019-10-07 08:39:58,2019-10-07 08:41:10,0.7491420000000001,1.2,0.6242850000000001,1.331808,1.2,1.1098400000000002,0,1,1
2019-10-07 08:41:18,2019-10-07 08:41:38,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.332952,0.3333333333333333,0.9988560000000001,0,1,1
2019-10-07 08:41:42,2019-10-07 08:41:46,0.041619,0.06666666666666667,0.6242850000000001,0.0,0.06666666666666667,0.0,0,0,1
2019-10-07 08:41:58,2019-10-07 08:42:42,0.8739990000000001,0.7333333333333333,1.1918168181818183,1.1237130000000002,0.7333333333333333,1.5323359090909094,2,2,0
2019-10-07 08:43:02,2019-10-07 08:43:26,0.291333,0.4,0.7283324999999999,0.41619000000000006,0.4,1.040475,0,1,1
2019-10-07 08:51:02,2019-10-07 08:51:06,0.041619,0.06666666666666667,0.6242850000000001,0.0,0.06666666666666667,0.0,0,0,1
2019-10-07 08:52:26,2019-10-07 08:52:34,0.083238,0.13333333333333333,0.6242850000000001,0.083238,0.13333333333333333,0.6242850000000001,0,0,1
2019-10-07 08:52:54,2019-10-07 08:53:14,0.20809500000000003,0.3333333333333333,0.6242850000000001,0.291333,0.3333333333333333,0.8739990000000001,0,1,1
2019-10-07 08:58:38,2019-10-07 08:58:50,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-07 09:00:30,2019-10-07 09:01:26,0.582666,0.9333333333333333,0.624285,0.9572370000000001,0.9333333333333333,1.0256110714285716,0,1,1
2019-10-07 09:03:38,2019-10-07 09:04:02,0.24971400000000002,0.4,0.624285,0.41619000000000006,0.4,1.040475,0,1,1
2019-10-07 09:06:34,2019-10-07 09:08:02,2.455521,1.4666666666666666,1.6742188636363637,2.91333,1.4666666666666666,1.986361363636364,2,3,0
2019-10-07 09:14:02,2019-10-07 09:14:14,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-07 09:17:14,2019-10-07 09:17:38,0.24971400000000002,0.4,0.624285,0.332952,0.4,0.83238,0,1,1
2019-10-07 09:23:26,2019-10-07 09:24:18,0.5410470000000001,0.8666666666666667,0.6242850000000001,0.8739990000000001,0.8666666666666667,1.0084603846153846,0,1,1
2019-10-07 09:47:42,2019-10-07 09:47:58,0.24971400000000002,0.26666666666666666,0.9364275000000001,0.41619000000000006,0.26666666666666666,1.5607125000000002,1,1,1
2019-10-07 09:51:54,2019-10-07 09:52:06,0.20809500000000003,0.2,1.040475,0.24971400000000002,0.2,1.24857,1,1,1
2019-10-07 10:11:38,2019-10-07 10:11:50,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-07 10:16:38,2019-10-07 10:18:06,2.455521,1.4666666666666666,1.6742188636363637,2.8717110000000003,1.4666666666666666,1.957984772727273,1,3,0
2019-10-07 10:22:34,2019-10-07 10:23:50,3.4543770000000005,1.2666666666666666,2.7271397368421058,3.7457100000000003,1.2666666666666666,2.9571394736842107,1,5,0
2019-10-07 11:06:10,2019-10-07 11:06:50,0.41619000000000006,0.6666666666666666,0.6242850000000001,0.707523,0.6666666666666666,1.0612845000000002,0,1,1
2019-10-07 11:57:46,2019-10-07 11:59:14,2.4971400000000004,1.4666666666666666,1.702595454545455,2.8717110000000003,1.4666666666666666,1.957984772727273,1,3,0
2019-10-07 14:12:34,2019-10-07 14:13:22,2.330664,0.8,2.9133299999999998,2.538759,0.8,3.17344875,1,9,3
2019-10-07 14:25:54,2019-10-07 14:26:06,0.12485700000000001,0.2,0.624285,0.166476,0.2,0.83238,0,0,1
2019-10-07 14:27:18,2019-10-07 14:27:22,0.041619,0.06666666666666667,0.6242850000000001,0.041619,0.06666666666666667,0.6242850000000001,0,0,1
2019-10-07 14:28:42,2019-10-07 14:29:42,1.9144740000000002,1.0,1.9144740000000002,2.205807,1.0,2.205807,2,4,0
2019-10-07 15:01:54,2019-10-07 15:02:54,1.831236,1.0,1.831236,2.205807,1.0,2.205807,3,4,0
2019-10-07 15:21:50,2019-10-07 15:22:14,0.24971400000000002,0.4,0.624285,0.24971400000000002,0.4,0.624285,0,1,1
2019-10-07 16:25:50,2019-10-07 16:27:10,3.537615,1.3333333333333333,2.6532112500000005,3.662472,1.3333333333333333,2.7468540000000004,1,5,0
2019-10-07 17:09:06,2019-10-07 17:09:38,0.332952,0.5333333333333333,0.6242850000000001,0.49942800000000004,0.5333333333333333,0.9364275000000001,0,1,1
2019-10-07 17:18:06,2019-10-07 17:18:14,0.083238,0.13333333333333333,0.6242850000000001,0.12485700000000001,0.13333333333333333,0.9364275000000001,0,0,1
2019-10-07 17:19:06,2019-10-07 17:20:10,2.705235,1.0666666666666667,2.5361578125,2.954949,1.0666666666666667,2.7702646875,3,5,0
2019-10-07 17:21:30,2019-10-07 17:21:42,0.12485700000000001,0.2,0.624285,0.12485700000000001,0.2,0.624285,0,0,1
2019-10-07 17:48:58,2019-10-07 17:49:14,0.20809500000000003,0.26666666666666666,0.7803562500000001,0.24971400000000002,0.26666666666666666,0.9364275000000001,0,1,1
2019-10-07 18:06:10,2019-10-07 18:09:38,7.616277,3.466666666666667,2.1970029807692306,9.281037000000001,3.466666666666667,2.677222211538462,9,4,5
2019-10-07 18:12:02,2019-10-07 18:12:14,0.12485700000000001,0.2,0.624285,0.20809500000000003,0.2,1.040475,0,0,1
2019-10-07 19:17:30,2019-10-07 19:18:46,3.412758,1.2666666666666666,2.6942826315789477,3.662472,1.2666666666666666,2.891425263157895,2,5,0
